gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,depth,is_seed,truncated_by_depth,active_days,data_quality
100000000552584100,peripheral,0.55,11,0.547048,"Правило: пороги других ролей не выполнены; вход 1 / 2,500,000 KZT; выход 1 / 57,500 KZT; операций 3/1; дней 3",1,1,2500000.0,57500.0,3,1,0.0013958160231857786,0.0,0.023,3,False,False,3,1.0
100000000555721100,terminal,0.87,0,0.563757,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 113,000 KZT; выход 0 / 0 KZT; операций 3/0; дней 2",2,0,113000.0,0.0,3,0,0.00030638235494695785,0.0,0.0,1,False,False,2,1.0
100000000557536100,peripheral,0.4,5,0.216694,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 153,000 KZT; выход 0 / 0 KZT; операций 7/0; дней 6",1,0,153000.0,0.0,7,0,0.00029914069317288144,0.0,0.0,4,False,True,6,0.55
100000000560751100,terminal,0.81,0,0.26274,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 25,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,25000.0,0.0,1,0,0.0005491283238336983,0.0,0.0,3,False,False,1,0.75
100000000561160100,peripheral,0.4,3,0.146598,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 240,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,240000.0,0.0,1,0,0.0004336703754017938,0.0,0.0,4,False,True,1,0.4125
100000000569479100,terminal,0.81,3,0.36187,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 320,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,320000.0,0.0,1,0,0.00039267188177461403,0.0,0.0,3,False,False,1,0.75
100000000572276100,peripheral,0.55,7,0.390809,"Правило: пороги других ролей не выполнены; вход 1 / 13,075 KZT; выход 1 / 34,547 KZT; операций 1/1; дней 2",1,1,13075.0,34547.0,1,1,0.00028606304922043115,0.0,2.6422179732313578,3,False,False,2,1.0
100000000580561100,distributor,0.855,33,0.795437,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 2 / 27,980 KZT; выход 3 / 1,488,077 KZT; операций 3/13; дней 12; seed: вход неполон",2,3,27980.0,1488077.0,3,13,0.000828963605425991,1.051738523779808e-05,53.183595425303785,0,True,False,12,0.9
100000000581662100,peripheral,0.4,9,0.093063,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 21,160 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,21160.0,0.0,1,0,0.000301268513490258,0.0,0.0,4,False,True,1,0.4125
100000000581682100,peripheral,0.4,17,0.071594,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 5,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,5000.0,0.0,1,0,0.00028928283723677305,0.0,0.0,4,False,True,1,0.4125
100000000583220100,peripheral,0.55,15,0.600028,"Правило: пороги других ролей не выполнены; вход 1 / 5,000 KZT; выход 1 / 761,255 KZT; операций 1/4; дней 5",1,1,5000.0,761255.0,1,4,0.0002964897833374615,3.478406055209261e-06,152.251,3,False,False,5,1.0
100000000594783100,peripheral,0.55,11,0.584959,"Правило: пороги других ролей не выполнены; вход 1 / 2,635,000 KZT; выход 2 / 152,500 KZT; операций 10/2; дней 8",1,2,2635000.0,152500.0,10,2,0.0014558520750178748,0.0,0.05787476280834915,3,False,False,8,1.0
100000000596954100,peripheral,0.55,6,0.569245,"Правило: пороги других ролей не выполнены; вход 1 / 120,000 KZT; выход 2 / 48,100 KZT; операций 1/2; дней 2",1,2,120000.0,48100.0,1,2,0.0005125060538756956,2.7827248441674087e-05,0.4008333333333333,2,False,False,2,1.0
100000000600707100,peripheral,0.4,16,0.187824,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 89,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,89000.0,0.0,2,0,0.0005665291291452582,0.0,0.0,4,False,True,2,0.55
100000000607731100,peripheral,0.55,24,0.423282,"Правило: пороги других ролей не выполнены; вход 1 / 20,000 KZT; выход 1 / 66,666 KZT; операций 1/1; дней 2",1,1,20000.0,66666.0,1,1,0.0003157270744545518,0.0,3.3333,1,False,False,2,1.0
100000000607941100,transit,0.842915,2,0.756881,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 2 / 50,000 KZT; выход 1 / 70,000 KZT; операций 3/4; дней 5",2,1,50000.0,70000.0,3,4,0.0005743727886098559,1.051738523779808e-05,1.4,2,False,False,5,1.0
100000000608031100,peripheral,0.4,14,0.101733,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 30,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,30000.0,0.0,1,0,0.0005354299540366158,0.0,0.0,4,False,True,1,0.4125
100000000611474100,terminal,0.81,20,0.275377,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 32,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,32000.0,0.0,1,0,0.0005919520285711103,0.0,0.0,3,False,False,1,0.75
100000000625169100,terminal,0.81,4,0.228668,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 10,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,10000.0,0.0,1,0,0.0002874080170970518,0.0,0.0,2,False,False,1,0.75
100000000627521100,peripheral,0.4,5,0.074117,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 6,500 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6500.0,0.0,1,0,0.00028456345639568664,0.0,0.0,4,False,True,1,0.4125
100000000629812100,terminal,0.84,10,0.458562,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 22,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",2,0,22000.0,0.0,2,0,0.0002963618127294528,0.0,0.0,2,False,False,2,1.0
100000000634341100,peripheral,0.4,3,0.14669,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 24,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,24000.0,0.0,2,0,0.0005515764336252113,0.0,0.0,4,False,True,2,0.55
100000000640800100,distributor,0.89,15,0.871617,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 80,000 KZT; выход 4 / 518,135 KZT; операций 1/6; дней 5",1,4,80000.0,518135.0,1,6,0.00030157193402595845,2.7827248441674087e-05,6.4766875,3,False,False,5,1.0
100000000646541100,terminal,0.9,0,0.518373,"Правило: есть вход, выхода нет в пределах обхода; вход 3 / 25,300 KZT; выход 0 / 0 KZT; операций 4/0; дней 4",3,0,25300.0,0.0,4,0,0.0005028430325894797,0.0,0.0,2,False,False,4,1.0
100000000655469100,peripheral,0.4,10,0.140696,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,20000.0,0.0,2,0,0.0003434697668180417,0.0,0.0,4,False,True,2,0.55
100000000656682100,transit,0.905564,0,0.771244,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 71,000 KZT; выход 2 / 80,000 KZT; операций 1/3; дней 4",1,2,71000.0,80000.0,1,3,0.0002880080903471117,6.956812110418522e-06,1.1267605633802817,3,False,False,4,1.0
100000000661131100,terminal,0.81,7,0.242264,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 15,600 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,15600.0,0.0,1,0,0.0002864542578825192,0.0,0.0,3,False,False,1,0.75
100000000661912100,consolidator,0.925,3,0.911479,"Правило: 3 входа или больше, входящих ≥1,5× исходящих; вход 5 / 393,036 KZT; выход 2 / 430,700 KZT; операций 9/8; дней 10",5,2,393036.0,430700.0,9,8,0.0017931418986741896,1.0435218165627783e-05,1.0958283719557496,1,False,False,10,1.0
100000000667713100,distributor,0.96,2,0.867096,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 2 / 119,495 KZT; выход 6 / 79,236 KZT; операций 10/7; дней 11",2,6,119495.0,79236.0,10,7,0.0003183417109219464,4.5219278717720394e-05,0.663090505878907,1,False,False,11,1.0
100000000673868100,distributor,0.925,25,0.90828,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 2,030,650 KZT; выход 5 / 383,000 KZT; операций 5/19; дней 11",1,5,2030650.0,383000.0,5,19,0.0011624908944765195,6.956812110418522e-06,0.18860955851574618,3,False,False,11,1.0
100000000673915100,peripheral,0.4,5,0.092306,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 20,200 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20200.0,0.0,1,0,0.0002860313302203445,0.0,0.0,4,False,True,1,0.4125
100000000703894100,peripheral,0.55,24,0.453086,"Правило: пороги других ролей не выполнены; вход 1 / 120,000 KZT; выход 1 / 35,000 KZT; операций 1/1; дней 2",1,1,120000.0,35000.0,1,1,0.0004741760189554544,0.0,0.2916666666666667,1,False,False,2,1.0
100000000703902100,terminal,0.81,4,0.264367,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 25,499 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,25499.0,0.0,1,0,0.0002893489305622998,0.0,0.0,1,False,False,1,0.75
100000000704700100,peripheral,0.4,21,0.078062,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 10,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,10000.0,0.0,1,0,0.0005300971376268953,0.0,0.0,4,False,True,1,0.4125
100000000706545100,consolidator,0.855,2,0.869731,"Правило: 3 входа или больше, входящих ≥1,5× исходящих; вход 3 / 1,070,300 KZT; выход 1 / 75,800 KZT; операций 8/3; дней 9",3,1,1070300.0,75800.0,8,3,0.0034135578266303126,3.478406055209261e-06,0.07082126506586939,1,False,False,9,1.0
100000000718427100,terminal,0.81,4,0.220536,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 6,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6000.0,0.0,1,0,0.0002860597244799796,0.0,0.0,2,False,False,1,0.75
100000000723383100,peripheral,0.55,10,0.533591,"Правило: пороги других ролей не выполнены; вход 1 / 6,800 KZT; выход 2 / 75,000 KZT; операций 1/2; дней 2",1,2,6800.0,75000.0,1,2,0.0003867963608346896,4.174087266251113e-05,11.029411764705882,2,False,False,2,1.0
100000000724540100,transit,0.72,1,0.682744,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 50,000 KZT; выход 1 / 100,000 KZT; операций 1/1; дней 2",1,1,50000.0,100000.0,1,1,0.0003079422271409753,6.956812110418522e-06,2.0,2,False,False,2,1.0
100000000733373100,terminal,0.81,2,0.231754,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 10,710 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,10710.0,0.0,1,0,0.00030411647392877985,0.0,0.0,2,False,False,1,0.75
100000000733451100,peripheral,0.55,28,0.574016,"Правило: пороги других ролей не выполнены; вход 1 / 70,000 KZT; выход 1 / 300,000 KZT; операций 2/1; дней 2",1,1,70000.0,300000.0,2,1,0.0005373674506655257,1.0435218165627783e-05,4.285714285714286,3,False,False,2,1.0
100000000733940100,peripheral,0.4,26,0.236604,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 752,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,752000.0,0.0,2,0,0.0004087355982798827,0.0,0.0,4,False,True,2,0.55
100000000737152100,peripheral,0.4,5,0.10538,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 35,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,35000.0,0.0,1,0,0.0003425646943045119,0.0,0.0,4,False,True,1,0.4125
100000000749118100,transit,0.784875,0,0.598953,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 10,330 KZT; выход 1 / 16,500 KZT; операций 1/1; дней 2",1,1,10330.0,16500.0,1,1,0.000284615009688301,3.478406055209261e-06,1.5972894482090998,3,False,False,2,1.0
100000000764836100,peripheral,0.55,3,0.585248,"Правило: пороги других ролей не выполнены; вход 1 / 251,716 KZT; выход 2 / 50,000 KZT; операций 1/2; дней 2",1,2,251716.0,50000.0,1,2,0.00033484763152658254,6.956812110418522e-06,0.1986365586613485,3,False,False,2,1.0
100000000765628100,terminal,0.81,2,0.216908,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 5,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,5000.0,0.0,1,0,0.0003136960770536622,0.0,0.0,2,False,False,1,0.75
100000000769919100,terminal,0.81,43,0.354614,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 250,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,250000.0,0.0,1,0,0.0007306859172445455,0.0,0.0,2,False,False,1,0.75
100000000782285100,terminal,0.81,0,0.221245,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 6,151 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6151.0,0.0,1,0,0.0003191403641193322,0.0,0.0,3,False,False,1,0.75
100000000783406100,terminal,0.81,14,0.221037,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 6,066 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6066.0,0.0,1,0,0.0002886182015733029,0.0,0.0,3,False,False,1,0.75
100000000785800100,transit,0.91,41,0.567003,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 19,000 KZT; выход 1 / 19,000 KZT; операций 1/1; дней 1",1,1,19000.0,19000.0,1,1,0.0003580522033473494,0.0,1.0,2,False,False,1,1.0
100000000790311100,terminal,0.81,2,0.289222,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 46,300 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,46300.0,0.0,1,0,0.0002986535110391299,0.0,0.0,2,False,False,1,0.75
100000000791285100,distributor,0.815,23,0.841881,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 1,120,000 KZT; выход 3 / 650,000 KZT; операций 2/3; дней 2",1,3,1120000.0,650000.0,2,3,0.0005624014785572081,6.956812110418522e-06,0.5803571428571429,3,False,False,2,1.0
100000000795033100,terminal,0.81,0,0.248936,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 18,200 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,18200.0,0.0,1,0,0.0005298610616075968,0.0,0.0,2,False,False,1,0.75
100000000795129100,terminal,0.81,2,0.362621,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 332,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,332000.0,0.0,1,0,0.00038884477715134453,0.0,0.0,2,False,False,1,0.75
100000000795374100,terminal,0.81,3,0.294227,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 50,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,50000.0,0.0,1,0,0.0002941300778226838,0.0,0.0,3,False,False,1,0.75
100000000802149100,terminal,0.81,3,0.324587,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 104,128 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,104128.0,0.0,1,0,0.00029320134118944675,0.0,0.0,3,False,False,1,0.75
100000000803368100,peripheral,0.4,8,0.135313,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 139,503 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,139503.0,0.0,1,0,0.0005451307238687307,0.0,0.0,4,False,True,1,0.4125
100000000806727100,peripheral,0.55,6,0.394701,"Правило: пороги других ролей не выполнены; вход 1 / 45,000 KZT; выход 1 / 5,000 KZT; операций 1/1; дней 2",1,1,45000.0,5000.0,1,1,0.00034387278699739976,0.0,0.1111111111111111,2,False,False,2,1.0
100000000810551100,peripheral,0.55,6,0.521636,"Правило: пороги других ролей не выполнены; вход 1 / 100,000 KZT; выход 1 / 7,100 KZT; операций 1/1; дней 2",1,1,100000.0,7100.0,1,1,0.00030389888093983045,3.826246660730187e-05,0.071,1,False,False,2,1.0
